Accession,FBgn
Q9VBU0,FBgn0039308
Q9VE00,FBgn0038681
P32865,FBgn0260798
Q9VCA8,FBgn0043884
A1ZAK8,FBgn0014870
F5XVG9,FBgn0267428
Q9V778,FBgn0033983
Q9VDE9,FBgn0038853
Q9VF27,FBgn0017567
Q9W3Y7,FBgn0029878
Q9VNZ3,FBgn0037121
Q7K0L4,FBgn0037094
Q9VMD6,FBgn0031814
Q8IRJ7,FBgn0035111
P23226,FBgn0002645
Q8T9D1,FBgn0044324
Q7JZW2,FBgn0034138
Q9VK59,FBgn0032454
Q9Y105,FBgn0027090
Q9VBX1,FBgn0259152
Q05856,FBgn0262601
Q9VIS1,FBgn0032821
P40423,FBgn0003514
P50887,FBgn0015288
E1JIZ0,FBgn0263289
Q9W3U0,FBgn0029924
Q9VJX8,FBgn0032524
Q9VH81,FBgn0005777
A8JRH3,FBgn0082582
Q9VCA5,FBgn0039175
Q8MSQ4,FBgn0024329
Q9VGJ9,FBgn0037933
Q9VIJ9,FBgn0032882
Q7K2Y9,FBgn0034046
Q9V3H9,FBgn0028471
O96827,FBgn0028737
P08928,FBgn0002525
Q9VLP3,FBgn0032020
O01385,FBgn0013756
Q9VYU9,FBgn0030332
Q08012,FBgn0004638
Q7K0X3,FBgn0035205
Q7KNQ9,FBgn0286070
Q9W2N8,FBgn0034570
Q9V426,FBgn0024183
Q8IMX1,FBgn0011725
Q9VPL0,FBgn0031229
Q9W5H8,FBgn0040005
Q6NNB2,FBgn0033376
Q9VY92,FBgn0030519
A8JNI2,FBgn0035253
P11997,FBgn0002564
Q9VWP1,FBgn0030969
P22979,FBgn0001229
A8DY67,FBgn0033246
Q7K0S8,FBgn0031143
Q9VG74,FBgn0038045
Q9VUH8,FBgn0036450
Q95RY2,FBgn0036505
Q961B3,FBgn0035204
Q9VK25,FBgn0032482
Q9VL63,FBgn0051712
Q9VYI6,FBgn0052649
Q9VNQ3,FBgn0037199
Q9VNH6,FBgn0266672
Q9W3F7,FBgn0030037
Q9VU87,FBgn0086785
P28167,FBgn0004607
Q9VZ00,FBgn0030293
P42325,FBgn0013303
Q9VG05,FBgn0038108
P19889,FBgn0000100
Q9XYU1,FBgn0284442
Q8IQQ3,FBgn0261565
Q9VF71,FBgn0038332
Q8MT58,FBgn0287767
Q9W427,FBgn0262730
Q7JVI6,FBgn0033381
Q9VBV8,FBgn0039293
Q9W3W8,FBgn0029897
Q9W244,FBgn0003175
Q27415,FBgn0016685
Q7K5K9,FBgn0034132
Q9VXC1,FBgn0085354
Q8IQ56,FBgn0044419
Q9VSK4,FBgn0035896
Q9VWQ7,FBgn0030955
Q9W3H4,FBgn0030026
Q9NJB4,FBgn0026250
Q8IGS0,FBgn0260964
Q24211,FBgn0016976
Q8SZC1,FBgn0067629
Q9W213,FBgn0005631
Q9VM49,FBgn0031883
Q8MZ34,FBgn0032217
Q86PD3,FBgn0050022
Q9VQF5,FBgn0031452
P54622,FBgn0010438
Q9W323,FBgn0028341
Q9Y145,FBgn0027587
Q9VP57,FBgn0259785
Q7KGH1,FBgn0041087
Q9VKM7,FBgn0053129
O46084,FBgn0023517
P41375,FBgn0004926
Q9VJ43,FBgn0015808
Q9VEJ0,FBgn0038519
Q9VN55,FBgn0010750
O46112,FBgn0015600
Q9V3V0,FBgn0028554
Q9V3X1,FBgn0028487
Q7K2E1,FBgn0033717
Q9VNE0,FBgn0037344
Q9VI10,FBgn0261789
Q24325,FBgn0011836
Q8MSS1,FBgn0029688
Q9VFS8,FBgn0038166
Q9XYZ6,FBgn0027617
Q9VZQ1,FBgn0027616
Q9VC48,FBgn0039219
Q7JXB5,FBgn0034356
P55828,FBgn0019936
Q24562,FBgn0005411
Q9W0S6,FBgn0035122
Q24118,FBgn0010309
A1Z6M0,FBgn0042085
Q9V420,FBgn0004465
Q9VM71,FBgn0031868
Q9VC06,FBgn0039252
Q9VUB5,FBgn0036398
O61360,FBgn0020309
Q9VY79,FBgn0030528
Q9V9S8,FBgn0266268
Q8MRF5,FBgn0037921
Q9NJH0,FBgn0029176
Q9W0S5,FBgn0027111
Q9VJ75,FBgn0032689
Q9W5W8,FBgn0031092
Q7JZK1,FBgn0033570
Q8SXZ7,FBgn0033437
Q9V3Y2,FBgn0001977
P13008,FBgn0261597
E1JJD4,FBgn0026083
Q9VES0,FBgn0038454
Q59DZ5,FBgn0264895
Q8IGV1,FBgn0039229
Q4V3E9,FBgn0033744
Q9W1I7,FBgn0034914
Q8IGI0,FBgn0039186
Q24451,FBgn0011740
Q9VTB0,FBgn0036096
A0AQH0,FBgn0010590
Q9NHX7,FBgn0029134
Q9VCD8,FBgn0040283
Q9VHL2,FBgn0037632
Q5U124,FBgn0050359
A1ZAW0,FBgn0034246
Q9VZS1,FBgn0035425
P20432,FBgn0001149
P02283,FBgn0001198
P02283,FBgn0061209
P02283,FBgn0053868
P02283,FBgn0053870
P02283,FBgn0053872
P02283,FBgn0053874
P02283,FBgn0053876
P02283,FBgn0053878
P02283,FBgn0053880
P02283,FBgn0053882
P02283,FBgn0053884
P02283,FBgn0053886
P02283,FBgn0053888
P02283,FBgn0053890
P02283,FBgn0053892
P02283,FBgn0053894
P02283,FBgn0053896
P02283,FBgn0053898
P02283,FBgn0053900
P02283,FBgn0053902
P02283,FBgn0053904
P02283,FBgn0053906
P02283,FBgn0053908
P02283,FBgn0053910
Q7JVK1,FBgn0026741
Q9VJ74,FBgn0032690
Q9W3G0,FBgn0030035
P91622,FBgn0017558
Q00637,FBgn0010213
Q7JWD6,FBgn0266711
Q1WWH6,FBgn0020299
P26686,FBgn0004587
A8DZ09,FBgn0032600
Q9VMS1,FBgn0015031
O61646,FBgn0024285
Q9VLE1,FBgn0032100
Q86PE7,FBgn0086657
Q9VGG5,FBgn0037963
Q24311,FBgn0015509
Q8SXQ1,FBgn0036857
Q9VFD3,FBgn0261859
Q8MS23,FBgn0039588
P48588,FBgn0086472
E8NH50,FBgn0000084
Q9VMC7,FBgn0051638
Q9VVL6,FBgn0036761
Q9VAQ7,FBgn0039626
Q9V438,FBgn0025678
Q9W228,FBgn0040091
Q9W337,FBgn0267253
Q9VW09,FBgn0262517
Q9VJ97,FBgn0032671
Q9V3W1,FBgn0032586
Q9VSH4,FBgn0035872
Q94514,FBgn0019624
E1JJE0,FBgn0003210
Q9VA53,FBgn0039790
Q9VMB3,FBgn0031836
Q9VN39,FBgn0037261
Q7KW17,FBgn0025641
Q9VJG2,FBgn0032620
O61443,FBgn0024846
Q7K4M9,FBgn0034418
Q9VMH4,FBgn0031779
Q9VF86,FBgn0038321
Q9U5W6,FBgn0027948
Q9VVI1,FBgn0036734
Q9V3W7,FBgn0283477
Q4AB54,FBgn0053855
Q4AB54,FBgn0053858
Q4AB54,FBgn0053861
Q8MRD2,FBgn0004777
Q9VFB6,FBgn0038304
Q24186,FBgn0002590
Q9VJ12,FBgn0263198
Q9VQK5,FBgn0031492
Q86DS7,FBgn0263106
A1Z909,FBgn0033741
Q494M1,FBgn0004924
Q9VUM1,FBgn0036487
B7Z0D3,FBgn0035793
Q0E8F0,FBgn0023095
Q9W2N5,FBgn0034573
Q9VR57,FBgn0031190
E1JHG8,FBgn0032445
O97062,FBgn0004779
Q9XZ19,FBgn0027524
Q9VYE9,FBgn0030468
A8JR81,FBgn0051158
Q9W5W6,FBgn0031094
Q9VIF0,FBgn0032925
Q9W4R9,FBgn0029664
Q9VXM5,FBgn0260938
Q04691,FBgn0000639
P22058,FBgn0000412
Q9VAC9,FBgn0039730
A8JUZ7,FBgn0029864
P48591,FBgn0011703
O16130,FBgn0023170
P04388,FBgn0003206
Q03334,FBgn0010265
Q8I9J8,FBgn0261872
Q9VM69,FBgn0026196
Q8IGV4,FBgn0039581
A1ZAQ4,FBgn0034194
P46867,FBgn0004381
Q9VKT9,FBgn0032264
Q9VHC0,FBgn0037707
Q9VU84,FBgn0036372
Q9VU43,FBgn0036340
A1Z7P5,FBgn0003612
Q9V3Y5,FBgn0028474
Q9VN31,FBgn0037255
Q9VX91,FBgn0030809
Q9VQJ6,FBgn0031483
Q9VJ38,FBgn0032720
Q9VF92,FBgn0026441
Q7KVQ0,FBgn0011824
Q59DZ1,FBgn0259213
Q8MYY7,FBgn0051715
Q9V3T8,FBgn0265298
Q9VPR5,FBgn0031266
Q86NP2,FBgn0038872
Q9VYD8,FBgn0030479
Q9VKU8,FBgn0032256
Q9VZV5,FBgn0266918
P49630,FBgn0002579
Q9VTW6,FBgn0036277
Q9VHN4,FBgn0037610
Q9VRU2,FBgn0061492
Q9W1I6,FBgn0021895
Q9VK57,FBgn0032455
Q9VD14,FBgn0038961
Q9VXX8,FBgn0030616
Q9VEJ1,FBgn0025571
Q9VDG2,FBgn0026056
P05205,FBgn0003607
Q9VXK5,FBgn0030720
Q9VCP0,FBgn0039066
Q06849,FBgn0004908
Q9VIM1,FBgn0263355
Q9VNC3,FBgn0037332
Q86B73,FBgn0265998
Q9V9T5,FBgn0039877
O61613,FBgn0020392
Q9VSS9,FBgn0035953
Q9W2D9,FBgn0034654
A8JR01,FBgn0085412
P17133,FBgn0016978
Q8SZP5,FBgn0005649
Q9VII9,FBgn0051673
Q1EC80,FBgn0027594
Q9VRK9,FBgn0004380
Q6NR00,FBgn0032208
Q9VC54,FBgn0039215
Q9NCF9,FBgn0040233
P18171,FBgn0000427
Q9VX35,FBgn0030854
Q8SX53,FBgn0035844
Q86BH2,FBgn0010825
Q9W526,FBgn0040394
B7Z0I2,FBgn0035308
Q0E9E2,FBgn0027580
Q0E8N6,FBgn0026255
Q9VXT5,FBgn0030655
Q9VC56,FBgn0039214
B7Z095,FBgn0053287
Q24156,FBgn0003459
Q9VQG9,FBgn0031461
Q9VXG8,FBgn0004367
Q9VMC8,FBgn0031822
Q9VPR1,FBgn0031263
Q9VAB9,FBgn0039739
Q7K581,FBgn0034181
